,tot_right_rate,test_right_rate,deep_right_r,L_right_r,A_right_r,deep_true,L_true,A_true
0,0.4264705777168274,0.4364278316497803,0.3670534813319879,0.36276488395560036,0.3650353178607467,0.827699293642785,0.8218970736629667,0.8231584258324924
